Fault_Type,Fault_Location,Severity_Level,Module_Age_Years,Rectification_Action,Previous_Rectification_Action,Irradiance,Weather_Condition,Timestamp,String_Num,Panel_Num,Repair_Cost,Downtime_Hours,Energy_Loss_Cost,Total_Cost
Short Circuit,String-10_Panel-12,Critical,13,Reinstall Module,Replace Module,519,Rainy,2023-01-21 11:00:00,10,12,182.06,3.53,0.154,182.214
Short Circuit,String-10_Panel-11,Medium,5,Inspect Junction Box,Replace Fuse,305,Cloudy,2023-01-21 11:00:00,10,11,70.53,0.71,0.045,70.575
Hotspot,String-6_Panel-17,Critical,9,Replace Module,Adjust Tilt,927,Sunny,2023-01-21 11:00:00,6,17,548.61,6.87,0.447,549.057
Shadowing,String-2_Panel-6,Medium,10,Remove Obstruction,Inspect Cells,821,Rainy,2023-01-21 12:00:00,2,6,43.63,0.52,0.024,43.654
Open Circuit,String-2_Panel-18,Low,5,Tighten Connection,Tighten Connection,699,Cloudy,2023-01-21 13:00:00,2,18,34.69,0.5,0.026,34.716
Short Circuit,String-10_Panel-19,Medium,3,Inspect Junction Box,Clean Panel,753,Cloudy,2023-01-21 14:00:00,10,19,68.32,0.78,0.033,68.353
Short Circuit,String-8_Panel-12,Low,14,Inspect Junction Box,Remove Obstruction,807,Sunny,2023-01-21 15:00:00,8,12,68.17,0.98,0.063,68.233
Short Circuit,String-2_Panel-10,Medium,12,Replace Fuse,Replace Wiring,793,Rainy,2023-01-21 16:00:00,2,10,57.87,0.5,0.025,57.894999999999996
Shadowing,String-1_Panel-4,Critical,10,Replace Module,Reinstall Module,407,Cloudy,2023-01-21 16:00:00,1,4,507.34,5.71,0.344,507.68399999999997
Open Circuit,String-8_Panel-14,Critical,3,Replace Module,Replace Module,917,Cloudy,2023-01-21 16:00:00,8,14,440.09,6.34,0.343,440.433
Short Circuit,String-1_Panel-18,Low,10,Inspect Junction Box,Adjust Tilt,313,Cloudy,2023-01-21 17:00:00,1,18,70.22,1.12,0.074,70.294
Short Circuit,String-6_Panel-9,Low,5,Inspect Junction Box,Inspect Junction Box,588,Rainy,2023-01-21 18:00:00,6,9,58.95,1.03,0.05,59.0
Open Circuit,String-2_Panel-2,High,14,Replace Wiring,Clean Panel,708,Rainy,2023-01-21 18:00:00,2,2,152.04,1.89,0.124,152.164
Open Circuit,String-9_Panel-6,Medium,6,Replace Connector,Replace Wiring,566,Cloudy,2023-01-21 19:00:00,9,6,96.71,1.06,0.061,96.771
Open Circuit,String-3_Panel-5,Medium,4,Replace Connector,Replace Connector,575,Cloudy,2023-01-21 19:00:00,3,5,74.82,1.09,0.051,74.871
Hotspot,String-4_Panel-1,High,7,Replace Panel Section,Remove Obstruction,301,Sunny,2023-01-21 19:00:00,4,1,336.5,3.58,0.176,336.676
Short Circuit,String-10_Panel-18,High,11,Replace Module,Adjust Tilt,772,Sunny,2023-01-21 19:00:00,10,18,555.8,7.12,0.468,556.2679999999999
Shadowing,String-4_Panel-3,Critical,6,Reinstall Module,Adjust Tilt,556,Sunny,2023-01-21 22:00:00,4,3,196.38,3.27,0.158,196.53799999999998
Hotspot,String-1_Panel-10,High,5,Replace Panel Section,Replace Panel Section,848,Rainy,2023-01-21 23:00:00,1,10,291.4,4.2,0.233,291.633
Shadowing,String-5_Panel-19,Critical,13,Replace Module,Replace Wiring,382,Cloudy,2023-01-22 00:00:00,5,19,523.66,6.16,0.319,523.9789999999999
Open Circuit,String-7_Panel-3,Medium,11,Replace Connector,Reinstall Module,638,Rainy,2023-01-22 03:00:00,7,3,100.64,0.89,0.045,100.685
Shadowing,String-8_Panel-14,Critical,4,Reinstall Module,Reinstall Module,710,Cloudy,2023-01-22 06:00:00,8,14,200.18,3.32,0.207,200.387
Shadowing,String-2_Panel-9,High,14,Adjust Tilt,Reinstall Module,876,Cloudy,2023-01-22 07:00:00,2,9,107.42,1.51,0.091,107.511
Open Circuit,String-1_Panel-1,Medium,7,Replace Connector,Replace Module,532,Sunny,2023-01-22 12:00:00,1,1,81.95,0.95,0.047,81.997
Shadowing,String-9_Panel-9,Low,7,Remove Obstruction,Reinstall Module,305,Rainy,2023-01-22 13:00:00,9,9,47.43,0.51,0.025,47.455
Shadowing,String-10_Panel-16,High,1,Adjust Tilt,Replace Panel Section,641,Cloudy,2023-01-22 14:00:00,10,16,126.45,2.11,0.118,126.568
Short Circuit,String-8_Panel-6,Critical,13,Replace Module,Remove Obstruction,554,Sunny,2023-01-22 14:00:00,8,6,512.98,6.75,0.309,513.289
Hotspot,String-6_Panel-11,Low,6,Clean Panel,Replace Fuse,385,Sunny,2023-01-22 16:00:00,6,11,26.65,0.32,0.017,26.666999999999998
Open Circuit,String-9_Panel-4,Medium,4,Replace Connector,Replace Connector,783,Rainy,2023-01-22 16:00:00,9,4,100.17,1.12,0.071,100.241
Open Circuit,String-5_Panel-17,Critical,3,Replace Wiring,Replace Module,727,Cloudy,2023-01-22 17:00:00,5,17,151.89,1.95,0.124,152.01399999999998
Open Circuit,String-6_Panel-8,Medium,7,Replace Connector,Tighten Connection,315,Sunny,2023-01-22 18:00:00,6,8,87.33,1.03,0.048,87.378
Hotspot,String-3_Panel-16,Low,8,Clean Panel,Adjust Tilt,302,Rainy,2023-01-22 19:00:00,3,16,28.65,0.28,0.016,28.665999999999997
Shadowing,String-10_Panel-20,Critical,3,Reinstall Module,Replace Wiring,426,Cloudy,2023-01-22 19:00:00,10,20,182.97,2.34,0.115,183.085
Open Circuit,String-9_Panel-16,Critical,9,Replace Module,Tighten Connection,921,Rainy,2023-01-22 19:00:00,9,16,595.25,7.03,0.333,595.583
Shadowing,String-3_Panel-15,High,6,Adjust Tilt,Adjust Tilt,715,Sunny,2023-01-22 20:00:00,3,15,126.96,2.34,0.138,127.098
Hotspot,String-5_Panel-16,Critical,7,Replace Module,Adjust Tilt,300,Rainy,2023-01-22 20:00:00,5,16,524.22,4.55,0.262,524.482
Hotspot,String-8_Panel-11,Critical,11,Replace Module,Remove Obstruction,902,Sunny,2023-01-22 20:00:00,8,11,475.76,6.14,0.378,476.138
Shadowing,String-10_Panel-12,Critical,13,Replace Module,Reinstall Module,800,Cloudy,2023-01-22 21:00:00,10,12,542.58,6.74,0.36,542.94
Short Circuit,String-6_Panel-17,Critical,12,Replace Module,Replace Module,451,Rainy,2023-01-22 21:00:00,6,17,472.7,4.45,0.191,472.89099999999996
Open Circuit,String-4_Panel-6,High,1,Replace Wiring,Replace Module,468,Rainy,2023-01-22 22:00:00,4,6,143.02,1.63,0.085,143.10500000000002
Open Circuit,String-2_Panel-9,High,8,Replace Wiring,Clean Panel,911,Sunny,2023-01-22 22:00:00,2,9,144.6,1.74,0.112,144.712
Short Circuit,String-3_Panel-7,Medium,8,Replace Fuse,Replace Module,770,Sunny,2023-01-22 22:00:00,3,7,65.14,0.54,0.023,65.163
Open Circuit,String-4_Panel-9,Critical,1,Replace Module,Replace Module,892,Cloudy,2023-01-22 23:00:00,4,9,545.75,5.16,0.218,545.968
Open Circuit,String-5_Panel-5,High,10,Replace Wiring,Replace Wiring,633,Cloudy,2023-01-23 02:00:00,5,5,151.77,1.89,0.12,151.89000000000001
Short Circuit,String-2_Panel-16,Critical,1,Replace Wiring,Remove Obstruction,416,Sunny,2023-01-23 03:00:00,2,16,140.63,2.12,0.093,140.72299999999998
Open Circuit,String-7_Panel-11,Low,5,Tighten Connection,Tighten Connection,414,Sunny,2023-01-23 04:00:00,7,11,30.67,0.57,0.032,30.702
Open Circuit,String-5_Panel-16,Medium,5,Replace Connector,Reinstall Module,394,Rainy,2023-01-23 04:00:00,5,16,85.56,1.12,0.051,85.611
Short Circuit,String-1_Panel-4,Medium,10,Replace Fuse,Replace Fuse,253,Rainy,2023-01-23 05:00:00,1,4,52.96,0.43,0.026,52.986000000000004
Short Circuit,String-5_Panel-1,Low,9,Replace Fuse,Inspect Junction Box,261,Rainy,2023-01-23 06:00:00,5,1,50.78,0.57,0.031,50.811
Short Circuit,String-6_Panel-8,Medium,9,Replace Fuse,Tighten Connection,834,Cloudy,2023-01-23 07:00:00,6,8,54.28,0.47,0.028,54.308
Open Circuit,String-9_Panel-1,Low,2,Tighten Connection,Clean Panel,565,Sunny,2023-01-23 08:00:00,9,1,42.77,0.54,0.026,42.79600000000001
Open Circuit,String-7_Panel-1,Low,1,Tighten Connection,Tighten Connection,731,Sunny,2023-01-23 09:00:00,7,1,38.71,0.45,0.027,38.737
Shadowing,String-10_Panel-5,Low,5,Clean Panel,Clean Panel,559,Sunny,2023-01-23 10:00:00,10,5,26.76,0.36,0.018,26.778000000000002
Short Circuit,String-5_Panel-17,Medium,11,Replace Connector,Reinstall Module,685,Cloudy,2023-01-23 12:00:00,5,17,81.63,0.92,0.052,81.682
Shadowing,String-10_Panel-19,Medium,12,Remove Obstruction,Tighten Connection,522,Cloudy,2023-01-23 13:00:00,10,19,44.9,0.51,0.03,44.93
Hotspot,String-6_Panel-12,Low,9,Inspect Cells,Inspect Junction Box,965,Sunny,2023-01-23 14:00:00,6,12,70.17,0.95,0.042,70.212
Short Circuit,String-4_Panel-18,Critical,14,Replace Module,Replace Module,264,Rainy,2023-01-23 14:00:00,4,18,488.71,5.35,0.234,488.94399999999996
Short Circuit,String-5_Panel-1,Critical,4,Replace Module,Replace Module,733,Rainy,2023-01-23 15:00:00,5,1,603.24,6.04,0.295,603.535
Hotspot,String-5_Panel-17,Critical,7,Replace Module,Replace Connector,999,Sunny,2023-01-23 15:00:00,5,17,446.1,5.53,0.301,446.401
Shadowing,String-7_Panel-7,Medium,11,Remove Obstruction,Inspect Junction Box,271,Cloudy,2023-01-23 16:00:00,7,7,45.9,0.55,0.036,45.936
Short Circuit,String-5_Panel-4,Low,10,Inspect Junction Box,Inspect Junction Box,805,Sunny,2023-01-23 16:00:00,5,4,68.4,0.93,0.059,68.459
Shadowing,String-8_Panel-8,Medium,7,Remove Obstruction,Remove Obstruction,520,Rainy,2023-01-23 18:00:00,8,8,47.44,0.48,0.022,47.461999999999996
Open Circuit,String-9_Panel-9,High,13,Replace Wiring,Replace Wiring,902,Sunny,2023-01-23 19:00:00,9,9,141.19,2.12,0.103,141.293
Open Circuit,String-7_Panel-17,Low,12,Tighten Connection,Tighten Connection,525,Sunny,2023-01-23 19:00:00,7,17,39.72,0.47,0.025,39.745
Shadowing,String-5_Panel-17,Critical,9,Reinstall Module,Reinstall Module,510,Cloudy,2023-01-23 20:00:00,5,17,196.23,2.89,0.124,196.35399999999998
Shadowing,String-8_Panel-1,Low,6,Remove Obstruction,Clean Panel,532,Cloudy,2023-01-23 21:00:00,8,1,56.79,0.42,0.024,56.814
Short Circuit,String-1_Panel-11,High,13,Replace Module,Replace Wiring,245,Cloudy,2023-01-23 23:00:00,1,11,441.24,6.16,0.295,441.535
Hotspot,String-6_Panel-20,Low,7,Clean Panel,Replace Wiring,470,Sunny,2023-01-23 23:00:00,6,20,31.17,0.31,0.019,31.189
Short Circuit,String-1_Panel-8,Low,12,Inspect Junction Box,Replace Fuse,434,Sunny,2023-01-24 00:00:00,1,8,70.17,0.97,0.055,70.22500000000001
Hotspot,String-1_Panel-19,Medium,10,Replace Panel Section,Inspect Cells,925,Cloudy,2023-01-24 01:00:00,1,19,312.58,4.1,0.206,312.786
Short Circuit,String-6_Panel-16,High,8,Replace Wiring,Replace Module,554,Sunny,2023-01-24 01:00:00,6,16,140.32,1.67,0.102,140.422
Hotspot,String-2_Panel-14,High,13,Replace Panel Section,Replace Panel Section,208,Cloudy,2023-01-24 02:00:00,2,14,333.96,4.11,0.232,334.192
Hotspot,String-4_Panel-1,Low,11,Clean Panel,Clean Panel,435,Sunny,2023-01-24 03:00:00,4,1,30.21,0.31,0.019,30.229
Open Circuit,String-3_Panel-8,Low,2,Tighten Connection,Tighten Connection,212,Sunny,2023-01-24 04:00:00,3,8,39.71,0.47,0.031,39.741
Hotspot,String-1_Panel-1,Medium,5,Inspect Cells,Inspect Cells,487,Cloudy,2023-01-24 04:00:00,1,1,81.93,0.92,0.051,81.98100000000001
Open Circuit,String-7_Panel-18,High,13,Replace Wiring,Replace Panel Section,408,Cloudy,2023-01-24 04:00:00,7,18,153.02,1.66,0.109,153.12900000000002
Open Circuit,String-4_Panel-11,Critical,13,Replace Module,Replace Connector,982,Cloudy,2023-01-24 04:00:00,4,11,516.08,5.2,0.324,516.404
Short Circuit,String-3_Panel-3,Critical,11,Replace Module,Replace Module,372,Sunny,2023-01-24 04:00:00,3,3,546.03,5.09,0.333,546.3629999999999
Open Circuit,String-5_Panel-16,High,8,Replace Wiring,Replace Wiring,879,Sunny,2023-01-24 05:00:00,5,16,157.91,2.0,0.129,158.039
Short Circuit,String-5_Panel-15,Low,12,Inspect Junction Box,Inspect Junction Box,321,Sunny,2023-01-24 05:00:00,5,15,70.89,1.0,0.044,70.934
Open Circuit,String-1_Panel-5,High,6,Replace Wiring,Replace Wiring,818,Cloudy,2023-01-24 11:00:00,1,5,156.98,2.11,0.114,157.094
Short Circuit,String-1_Panel-5,High,14,Replace Module,Replace Connector,665,Sunny,2023-01-24 13:00:00,1,5,487.14,6.09,0.33,487.46999999999997
Short Circuit,String-7_Panel-12,Medium,9,Replace Fuse,Replace Fuse,946,Cloudy,2023-01-24 13:00:00,7,12,53.6,0.41,0.02,53.620000000000005
Open Circuit,String-2_Panel-17,Low,13,Tighten Connection,Reinstall Module,787,Rainy,2023-01-24 14:00:00,2,17,31.67,0.51,0.028,31.698
Open Circuit,String-2_Panel-16,Medium,8,Replace Connector,Reinstall Module,632,Rainy,2023-01-24 14:00:00,2,16,99.42,0.94,0.046,99.46600000000001
Hotspot,String-2_Panel-2,Low,5,Inspect Cells,Tighten Connection,597,Rainy,2023-01-24 15:00:00,2,2,82.3,1.01,0.047,82.347
Short Circuit,String-10_Panel-7,Medium,6,Inspect Junction Box,Reinstall Module,568,Cloudy,2023-01-24 16:00:00,10,7,67.41,1.12,0.065,67.475
Shadowing,String-10_Panel-20,High,1,Adjust Tilt,Replace Connector,890,Cloudy,2023-01-24 16:00:00,10,20,122.83,2.22,0.112,122.942
Hotspot,String-5_Panel-14,Medium,8,Inspect Cells,Replace Module,274,Rainy,2023-01-24 17:00:00,5,14,98.03,0.91,0.046,98.07600000000001
Hotspot,String-4_Panel-13,Medium,2,Inspect Cells,Inspect Cells,438,Rainy,2023-01-24 18:00:00,4,13,78.24,1.08,0.051,78.291
Hotspot,String-10_Panel-13,Low,12,Clean Panel,Replace Connector,212,Sunny,2023-01-24 18:00:00,10,13,30.25,0.26,0.011,30.261
Short Circuit,String-9_Panel-5,Critical,7,Replace Module,Replace Module,287,Sunny,2023-01-24 19:00:00,9,5,469.05,6.83,0.326,469.37600000000003
Hotspot,String-10_Panel-10,Medium,8,Inspect Cells,Inspect Cells,578,Sunny,2023-01-24 19:00:00,10,10,87.49,1.07,0.069,87.559
Short Circuit,String-8_Panel-9,High,11,Replace Wiring,Replace Wiring,570,Cloudy,2023-01-24 19:00:00,8,9,128.28,1.86,0.11,128.39000000000001
Short Circuit,String-9_Panel-19,High,3,Replace Wiring,Replace Wiring,865,Sunny,2023-01-24 20:00:00,9,19,132.64,2.41,0.111,132.75099999999998
Short Circuit,String-4_Panel-12,Medium,12,Replace Fuse,Replace Fuse,594,Rainy,2023-01-24 20:00:00,4,12,61.82,0.48,0.022,61.842
Shadowing,String-3_Panel-15,Low,12,Clean Panel,Adjust Tilt,620,Sunny,2023-01-24 20:00:00,3,15,32.31,0.3,0.019,32.329
Open Circuit,String-6_Panel-20,Low,4,Tighten Connection,Replace Module,734,Rainy,2023-01-25 00:00:00,6,20,39.37,0.48,0.021,39.391
Hotspot,String-6_Panel-9,Critical,7,Replace Module,Replace Module,527,Cloudy,2023-01-25 02:00:00,6,9,437.73,5.81,0.249,437.97900000000004
Open Circuit,String-6_Panel-18,Critical,8,Replace Panel Section,Replace Module,996,Rainy,2023-01-25 05:00:00,6,18,305.31,3.38,0.173,305.483
Shadowing,String-10_Panel-20,Low,7,Remove Obstruction,Clean Panel,544,Rainy,2023-01-25 07:00:00,10,20,50.22,0.37,0.018,50.238
Hotspot,String-5_Panel-13,Low,10,Clean Panel,Replace Fuse,656,Sunny,2023-01-25 08:00:00,5,13,30.98,0.31,0.015,30.995
Hotspot,String-4_Panel-9,Medium,3,Inspect Cells,Remove Obstruction,452,Cloudy,2023-01-25 08:00:00,4,9,86.08,1.12,0.072,86.152
Short Circuit,String-3_Panel-5,Low,14,Replace Fuse,Clean Panel,290,Rainy,2023-01-25 09:00:00,3,5,59.54,0.47,0.023,59.563
Shadowing,String-5_Panel-8,Medium,5,Remove Obstruction,Remove Obstruction,809,Cloudy,2023-01-25 11:00:00,5,8,51.87,0.51,0.032,51.901999999999994
Open Circuit,String-9_Panel-1,Medium,14,Replace Connector,Replace Connector,435,Sunny,2023-01-25 13:00:00,9,1,90.95,1.1,0.066,91.016
Open Circuit,String-4_Panel-8,Medium,14,Replace Connector,Replace Module,432,Cloudy,2023-01-25 14:00:00,4,8,95.65,1.1,0.071,95.721
Short Circuit,String-8_Panel-5,Low,14,Replace Fuse,Inspect Junction Box,375,Rainy,2023-01-25 15:00:00,8,5,51.32,0.59,0.036,51.356
Short Circuit,String-6_Panel-7,Low,3,Inspect Junction Box,Inspect Junction Box,309,Rainy,2023-01-25 15:00:00,6,7,60.4,0.91,0.039,60.439
Shadowing,String-8_Panel-2,High,9,Adjust Tilt,Adjust Tilt,871,Sunny,2023-01-25 17:00:00,8,2,117.32,1.88,0.106,117.42599999999999
Open Circuit,String-3_Panel-13,Low,11,Tighten Connection,Reinstall Module,808,Cloudy,2023-01-25 19:00:00,3,13,36.65,0.45,0.022,36.672
Shadowing,String-8_Panel-20,Low,2,Remove Obstruction,Clean Panel,706,Cloudy,2023-01-25 19:00:00,8,20,51.56,0.53,0.028,51.588
Hotspot,String-4_Panel-11,Critical,11,Replace Module,Replace Module,357,Rainy,2023-01-25 20:00:00,4,11,528.26,6.35,0.332,528.592
Hotspot,String-6_Panel-1,Low,3,Inspect Cells,Clean Panel,831,Sunny,2023-01-25 21:00:00,6,1,85.43,1.01,0.064,85.494
Shadowing,String-5_Panel-15,Medium,1,Remove Obstruction,Tighten Connection,271,Rainy,2023-01-25 21:00:00,5,15,53.09,0.53,0.029,53.11900000000001
Open Circuit,String-9_Panel-1,Critical,10,Replace Module,Replace Module,911,Sunny,2023-01-25 21:00:00,9,1,486.34,6.05,0.327,486.667
Shadowing,String-1_Panel-11,Critical,8,Reinstall Module,Reinstall Module,964,Sunny,2023-01-25 22:00:00,1,11,203.09,3.79,0.211,203.30100000000002
Hotspot,String-8_Panel-1,Medium,14,Inspect Cells,Remove Obstruction,677,Rainy,2023-01-25 23:00:00,8,1,87.87,1.13,0.054,87.924
Open Circuit,String-10_Panel-4,Low,3,Tighten Connection,Replace Panel Section,772,Cloudy,2023-01-26 00:00:00,10,4,47.48,0.48,0.031,47.510999999999996
Short Circuit,String-5_Panel-13,Low,10,Replace Connector,Replace Module,953,Cloudy,2023-01-26 01:00:00,5,13,84.25,0.96,0.052,84.302
Short Circuit,String-5_Panel-3,High,10,Replace Module,Replace Wiring,337,Rainy,2023-01-26 02:00:00,5,3,555.21,6.23,0.349,555.5590000000001
Shadowing,String-1_Panel-8,Low,4,Remove Obstruction,Replace Module,898,Cloudy,2023-01-26 03:00:00,1,8,49.62,0.48,0.021,49.641
Shadowing,String-3_Panel-12,Medium,8,Remove Obstruction,Inspect Cells,881,Sunny,2023-01-26 03:00:00,3,12,51.58,0.46,0.02,51.6
Hotspot,String-7_Panel-16,Critical,12,Replace Wiring,Replace Fuse,293,Sunny,2023-01-26 06:00:00,7,16,138.69,2.22,0.097,138.787
Hotspot,String-10_Panel-8,Critical,4,Replace Module,Replace Module,966,Rainy,2023-01-26 06:00:00,10,8,525.3,5.95,0.345,525.645
Hotspot,String-8_Panel-5,Critical,3,Replace Module,Reinstall Module,327,Cloudy,2023-01-26 06:00:00,8,5,484.78,5.23,0.332,485.11199999999997
Hotspot,String-6_Panel-17,High,14,Replace Module,Replace Panel Section,391,Rainy,2023-01-26 07:00:00,6,17,545.0,6.24,0.35,545.35
Shadowing,String-1_Panel-7,Critical,6,Reinstall Module,Clean Panel,684,Rainy,2023-01-26 08:00:00,1,7,210.84,2.73,0.125,210.965
Hotspot,String-2_Panel-8,Low,14,Remove Obstruction,Clean Panel,296,Sunny,2023-01-26 09:00:00,2,8,46.22,0.58,0.031,46.251
Hotspot,String-10_Panel-14,High,9,Replace Panel Section,Tighten Connection,625,Sunny,2023-01-26 09:00:00,10,14,335.49,4.6,0.206,335.696
Short Circuit,String-10_Panel-6,Critical,4,Replace Module,Clean Panel,496,Cloudy,2023-01-26 11:00:00,10,6,448.9,5.47,0.271,449.171
Short Circuit,String-8_Panel-10,High,5,Replace Wiring,Replace Connector,740,Sunny,2023-01-26 14:00:00,8,10,139.79,1.74,0.091,139.881
Open Circuit,String-1_Panel-10,High,10,Replace Module,Adjust Tilt,512,Sunny,2023-01-26 14:00:00,1,10,469.39,6.24,0.3,469.69
Open Circuit,String-5_Panel-10,High,8,Replace Wiring,Clean Panel,756,Sunny,2023-01-26 14:00:00,5,10,155.77,2.12,0.091,155.86100000000002
Open Circuit,String-5_Panel-2,High,1,Replace Wiring,Replace Fuse,410,Rainy,2023-01-26 14:00:00,5,2,145.52,2.51,0.145,145.66500000000002
Open Circuit,String-10_Panel-20,Critical,4,Replace Module,Replace Connector,347,Sunny,2023-01-26 14:00:00,10,20,442.52,5.28,0.317,442.837
Shadowing,String-4_Panel-6,Medium,6,Remove Obstruction,Tighten Connection,396,Rainy,2023-01-26 15:00:00,4,6,50.07,0.49,0.024,50.094
Short Circuit,String-10_Panel-5,High,12,Replace Module,Replace Wiring,295,Sunny,2023-01-26 17:00:00,10,5,603.65,6.4,0.314,603.9639999999999
Open Circuit,String-3_Panel-10,Medium,1,Replace Connector,Replace Connector,575,Sunny,2023-01-26 20:00:00,3,10,83.3,0.88,0.042,83.342
Open Circuit,String-6_Panel-15,Critical,12,Replace Panel Section,Replace Module,847,Rainy,2023-01-26 22:00:00,6,15,324.43,3.11,0.15,324.58
Open Circuit,String-4_Panel-13,High,13,Replace Wiring,Replace Wiring,595,Cloudy,2023-01-26 23:00:00,4,13,150.17,1.95,0.098,150.268
Hotspot,String-9_Panel-1,Critical,11,Replace Module,Replace Module,851,Sunny,2023-01-27 00:00:00,9,1,497.56,5.87,0.3,497.86
Shadowing,String-3_Panel-2,High,9,Remove Obstruction,Adjust Tilt,285,Rainy,2023-01-27 00:00:00,3,2,52.42,0.56,0.031,52.451
Open Circuit,String-9_Panel-3,High,1,Replace Wiring,Replace Connector,755,Cloudy,2023-01-27 00:00:00,9,3,144.53,2.11,0.091,144.621
Hotspot,String-6_Panel-9,Low,12,Clean Panel,Replace Panel Section,224,Cloudy,2023-01-27 01:00:00,6,9,28.96,0.33,0.022,28.982
Hotspot,String-3_Panel-18,High,4,Replace Module,Replace Panel Section,257,Rainy,2023-01-27 01:00:00,3,18,573.73,7.28,0.404,574.134
Short Circuit,String-1_Panel-7,Medium,8,Replace Fuse,Inspect Junction Box,852,Cloudy,2023-01-27 01:00:00,1,7,60.07,0.5,0.027,60.097
Short Circuit,String-2_Panel-3,Critical,6,Replace Module,Adjust Tilt,336,Cloudy,2023-01-27 01:00:00,2,3,492.99,4.93,0.281,493.271
Hotspot,String-10_Panel-4,Medium,8,Inspect Cells,Replace Wiring,479,Cloudy,2023-01-27 02:00:00,10,4,79.78,1.01,0.063,79.843
Shadowing,String-5_Panel-17,High,11,Adjust Tilt,Reinstall Module,673,Sunny,2023-01-27 05:00:00,5,17,109.44,2.06,0.114,109.554
Shadowing,String-7_Panel-16,Critical,11,Replace Module,Reinstall Module,899,Sunny,2023-01-27 05:00:00,7,16,544.1,7.57,0.436,544.5360000000001
Short Circuit,String-3_Panel-14,Low,6,Inspect Junction Box,Inspect Junction Box,400,Rainy,2023-01-27 05:00:00,3,14,72.72,0.87,0.044,72.764
Short Circuit,String-9_Panel-20,Critical,5,Replace Module,Replace Connector,931,Sunny,2023-01-27 08:00:00,9,20,585.85,5.34,0.236,586.086
Hotspot,String-5_Panel-15,Critical,4,Replace Module,Clean Panel,542,Rainy,2023-01-27 10:00:00,5,15,518.37,5.94,0.278,518.648
Open Circuit,String-9_Panel-20,Critical,3,Replace Module,Replace Module,422,Sunny,2023-01-27 10:00:00,9,20,507.31,6.89,0.406,507.716
Hotspot,String-9_Panel-7,Critical,13,Replace Module,Replace Connector,472,Cloudy,2023-01-27 10:00:00,9,7,462.02,6.68,0.328,462.34799999999996
Open Circuit,String-8_Panel-18,Low,2,Tighten Connection,Replace Wiring,737,Rainy,2023-01-27 12:00:00,8,18,38.01,0.41,0.017,38.027
Short Circuit,String-6_Panel-14,High,12,Replace Module,Replace Connector,481,Rainy,2023-01-27 13:00:00,6,14,517.72,6.84,0.443,518.163
Hotspot,String-9_Panel-17,Medium,9,Inspect Cells,Clean Panel,724,Cloudy,2023-01-27 13:00:00,9,17,84.43,1.08,0.058,84.48800000000001
Short Circuit,String-6_Panel-9,High,3,Replace Wiring,Remove Obstruction,693,Sunny,2023-01-27 14:00:00,6,9,162.41,1.72,0.094,162.504
Hotspot,String-7_Panel-14,Low,3,Clean Panel,Clean Panel,356,Cloudy,2023-01-27 15:00:00,7,14,30.59,0.34,0.022,30.612
Shadowing,String-2_Panel-9,Critical,9,Replace Module,Replace Module,244,Rainy,2023-01-27 16:00:00,2,9,421.1,5.43,0.278,421.37800000000004
Short Circuit,String-4_Panel-9,High,12,Replace Panel Section,Replace Wiring,719,Sunny,2023-01-27 19:00:00,4,9,315.01,4.23,0.207,315.217
Short Circuit,String-1_Panel-19,Critical,4,Replace Module,Replace Module,452,Cloudy,2023-01-27 19:00:00,1,19,545.31,5.85,0.315,545.625
Shadowing,String-4_Panel-18,High,2,Adjust Tilt,Adjust Tilt,981,Cloudy,2023-01-27 19:00:00,4,18,115.63,2.1,0.092,115.722
